,title,production_budget,worldwide_gross,profit,profit_ratio,success,release_month,genres,averagerating
381,Grown Ups,75000000,272223430,197223430,2.629645733333333,True,6,['Comedy'],6.0
355,Grown Ups 2,80000000,247023808,167023808,2.0877976,True,7,['Comedy'],5.4
671,Grudge Match,40000000,69807260,29807260,0.7451815,False,12,"['Comedy', 'Drama', 'Sport']",6.4
97,Guardians of the Galaxy,170000000,770867516,600867516,3.5345148,True,8,"['Action', 'Adventure', 'Comedy']",8.1
249,Gulliver's Travels,112000000,232017848,120017848,1.0715879285714285,False,12,"['Adventure', 'Comedy', 'Family']",4.9
1489,Gun Shy,10000000,1638202,-8361798,-0.8361798,False,9,"['Action', 'Adventure', 'Comedy']",4.1
2173,H.,200000,0,-200000,-1.0,False,9,"['Drama', 'Sci-Fi', 'Thriller']",5.9
648,Hacksaw Ridge,40000000,168904682,128904682,3.22261705,True,11,"['Biography', 'Drama', 'History']",8.1
1041,"Hail, Caesar!",22000000,64160680,42160680,1.9163945454545455,False,2,"['Comedy', 'Drama', 'Music']",6.3
420,Hall Pass,68000000,87173475,19173475,0.2819628676470588,False,2,"['Comedy', 'Romance']",5.9
1241,Halloween,15000000,77514401,62514401,4.167626733333333,True,10,"['Horror', 'Thriller']",6.6
1135,Hands of Stone,20000000,5031975,-14968025,-0.74840125,False,8,"['Action', 'Biography', 'Drama']",6.6
834,Hanna,30000000,65343694,35343694,1.1781231333333333,False,4,"['Action', 'Drama', 'Thriller']",6.8
545,Hansel & Gretel: Witch Hunters,50000000,214949716,164949716,3.29899432,True,1,"['Action', 'Fantasy', 'Horror']",6.1
1839,Happiness,3000000,5746453,2746453,0.9154843333333333,False,1,['Drama'],6.3
2216,Happy 40th,35000,0,-35000,-1.0,False,5,['Drama'],6.3
2198,Happy Christmas,70000,30312,-39688,-0.5669714285714286,False,6,"['Comedy', 'Drama']",5.5
1676,Happy Death Day,5000000,125010260,120010260,24.002052,True,10,"['Horror', 'Mystery', 'Thriller']",6.5
174,Happy Feet Two,135000000,157956466,22956466,0.1700478962962963,False,11,"['Adventure', 'Animation', 'Comedy']",5.9
2152,Happy Valley,250000,67665,-182335,-0.72934,False,11,"['Documentary', 'Drama', 'Sport']",7.1
1908,Hardcore Henry,2000000,17187434,15187434,7.593717,True,4,"['Action', 'Adventure', 'Sci-Fi']",6.7
2049,Hardflip,1000000,96734,-903266,-0.903266,False,6,"['Action', 'Drama']",5.6
2202,Hayride,60000,0,-60000,-1.0,False,10,"['Crime', 'Drama', 'Horror']",3.4
1026,Haywire,23000000,36374700,13374700,0.5815086956521739,False,11,"['Action', 'Drama', 'Thriller']",5.8
1918,Hearts Beat Loud,2000000,2420962,420962,0.210481,False,6,"['Comedy', 'Drama', 'Music']",6.9
753,Heist,35000000,28906817,-6093183,-0.17409094285714286,False,11,['Action'],6.4
2057,Heli,1000000,552614,-447386,-0.447386,False,10,"['Crime', 'Drama', 'Romance']",6.8
1653,Hell Fest,5500000,18119231,12619231,2.2944056363636363,True,9,['Horror'],5.5
1363,Hell or High Water,12000000,37584304,25584304,2.1320253333333334,True,8,"['Action', 'Crime', 'Drama']",7.6
1734,Henry & Me,5000000,0,-5000000,-1.0,False,8,"['Animation', 'Family']",6.2
1024,Her,23000000,48163815,25163815,1.0940789130434783,False,12,"['Drama', 'Romance', 'Sci-Fi']",8.0
2215,Her Cry: La Llorona Investigation,35000,0,-35000,-1.0,False,4,['Horror'],3.7
280,Hercules,100000000,243388614,143388614,1.43388614,False,7,['Comedy'],6.2
619,Here Comes the Boom,42000000,73239258,31239258,0.7437918571428571,False,10,"['Action', 'Comedy', 'Sport']",6.4
555,Hereafter,50000000,108660270,58660270,1.1732054,False,10,"['Drama', 'Fantasy', 'Romance']",6.5
1418,Hereditary,10000000,70133905,60133905,6.0133905,True,6,"['Drama', 'Horror', 'Mystery']",7.3
625,Hero,42000000,66787173,24787173,0.5901707857142857,False,1,['Drama'],6.4
1606,Hesher,7000000,382946,-6617054,-0.9452934285714286,False,1,"['Comedy', 'Crime', 'Drama']",7.0
2061,Hidden Away,1000000,0,-1000000,-1.0,False,10,"['Drama', 'Romance']",7.1
936,Hidden Figures,25000000,231771716,206771716,8.27086864,True,12,"['Biography', 'Drama', 'History']",7.8
948,Hide and Seek,25000000,123696741,98696741,3.94786964,True,10,['Comedy'],6.6
2102,High Road,546173,0,-546173,-1.0,False,3,['Comedy'],5.4
1499,High School,10000000,248133,-9751867,-0.9751867,False,6,['Comedy'],5.8
1966,Higher Ground,1800000,842693,-957307,-0.5318372222222222,False,8,['Drama'],6.3
2115,Higher Power,500000,528,-499472,-0.998944,False,5,"['Action', 'Sci-Fi', 'Thriller']",5.3
1947,Highway,2000000,0,-2000000,-1.0,False,2,['Drama'],6.2
1045,Hit & Run,22000000,17216955,-4783045,-0.21741113636363638,False,8,"['Action', 'Comedy']",7.1
757,Hitman: Agent 47,35000000,82182803,47182803,1.3480800857142856,False,8,"['Action', 'Adventure', 'Crime']",5.7
2053,Hits,1000000,15156,-984844,-0.984844,False,1,"['Comedy', 'Drama']",5.8
1845,Hobo with a Shotgun,3000000,834953,-2165047,-0.7216823333333333,False,5,"['Action', 'Comedy', 'Horror']",6.1
621,Holmes & Watson,42000000,41926605,-73395,-0.0017475,False,12,"['Adventure', 'Comedy', 'Crime']",3.8
1770,Holy Motors,4000000,4230426,230426,0.0576065,False,10,"['Drama', 'Fantasy']",7.1
181,Home,130000000,385997896,255997896,1.9692145846153846,False,11,"['Drama', 'Romance', 'Thriller']",8.4
1259,Home Again,15000000,37336874,22336874,1.4891249333333334,False,9,['Drama'],6.6
2008,Home Run,1200000,2859955,1659955,1.3832958333333334,False,4,"['Drama', 'Family', 'Sport']",4.2
1043,Homefront,22000000,51695362,29695362,1.3497891818181817,False,11,['Drama'],7.7
1177,Honey,18000000,62646763,44646763,2.480375722222222,True,3,"['Drama', 'Romance']",7.3
448,Hop,63000000,188657593,125657593,1.9945649682539683,False,4,"['Adventure', 'Animation', 'Comedy']",5.4
817,Hope Springs,30000000,133085295,103085295,3.4361765,True,8,"['Comedy', 'Drama', 'Romance']",6.3
725,Horrible Bosses,35000000,212417601,177417601,5.069074314285714,True,7,"['Comedy', 'Crime']",6.9
654,Horrible Bosses 2,40000000,105945357,65945357,1.648633925,False,11,"['Comedy', 'Crime']",6.3
2162,Horse Camp,250000,0,-250000,-1.0,False,1,['Family'],6.7
391,Hostage,75000000,77636443,2636443,0.03515257333333333,False,9,"['Comedy', 'Drama', 'History']",6.3
742,Hot Pursuit,35000000,45671512,10671512,0.30490034285714285,False,5,"['Action', 'Comedy', 'Crime']",5.1
715,Hot Tub Time Machine,36000000,65967750,29967750,0.8324375,False,3,"['Comedy', 'Sci-Fi']",6.4
1300,Hot Tub Time Machine 2,14000000,12826644,-1173356,-0.08381114285714286,False,2,"['Comedy', 'Mystery', 'Sci-Fi']",5.1
1274,Hotel Artemis,15000000,12758799,-2241201,-0.1494134,False,6,"['Action', 'Drama', 'Sci-Fi']",6.1
339,Hotel Transylvania,85000000,378505812,293505812,3.4530095529411766,True,9,"['Animation', 'Comedy', 'Family']",7.1
354,Hotel Transylvania 2,80000000,469500298,389500298,4.868753725,True,9,"['Animation', 'Comedy', 'Family']",6.7
430,Hotel Transylvania 3: Summer Vacation,65000000,527079962,462079962,7.108922492307692,True,6,"['Adventure', 'Animation', 'Comedy']",6.3
2001,House at the End of the Drive,1400000,0,-1400000,-1.0,False,1,"['Horror', 'Thriller']",6.5
1610,House at the End of the Street,6900000,44103982,37203982,5.391881449275362,True,9,"['Drama', 'Horror', 'Thriller']",5.6
1991,Housebound,1500000,236863,-1263137,-0.8420913333333333,False,10,"['Comedy', 'Horror', 'Mystery']",6.8
1426,How to Be a Latin Lover,10000000,62556228,52556228,5.2556228,True,4,"['Comedy', 'Drama']",5.9
109,How to Train Your Dragon,165000000,494870992,329870992,1.9992181333333334,False,3,"['Action', 'Adventure', 'Animation']",8.1
156,How to Train Your Dragon 2,145000000,614586270,469586270,3.238526,True,6,"['Action', 'Adventure', 'Animation']",7.8
79,Hugo,180000000,180047784,47784,0.00026546666666666665,False,11,['Documentary'],7.9
1876,Hunt for the Wilderpeople,2500000,23845533,21345533,8.5382132,True,6,"['Adventure', 'Comedy', 'Drama']",7.9
2065,Hush,1000000,0,-1000000,-1.0,False,3,['Documentary'],4.8
